author,body,category,comments,date,hasImage,title
Aline Lemos,"Dia 23 de setembro é celebrado o dia da Visibilidade Bissexual . Essas datas se tornam mais urgentes no nosso contexto de retrocessos socais, em que cada dia sofremos um novo golpe como a censura ao Queermuseu e a decisão judicial de autorizar psicólogos a oferecer “terapia de reorientação sexual” . É o momento também de lembrar das problemáticas específicas que as pessoas bissexuais enfrentam , como a invisibilização ou os altos índices de sofrimento mental . Mas nada disso acontece sem reação e os quadrinhos nacionais são testemunha! Reunimos aqui algumas sugestões de HQs nacionais que comemoram o orgulho e resistência LGBT, com atenção especial para a visibilidade bissexual. Dá um play no podcast do Bear Nerd , feito em 2013 mas atualíssimo, e vem com a gente!,BN CAST 28 – Não Estamos Doentes,,,Orlando Tailor,,Bianca (Anna Bolenna – A perturbada da corte),,Carol Rossetti,,Beliza Buzollo (Na ponta da Língua),,Luiza Lemos (Transistorizada) . Confira a campanha no catarse!,,Laerte Coutinho,,Germana Viana (Lizzie Bordello e as Piratas no Espaço),,,Lovelove6,,Adri (Cara-Unicórnio),,Kerol,,Sirlanney Nogueira (Magra de Ruim),,Renata Nolasco (Atóxico),Quer sugerir algum quadrinho pra nós? Deixa um comentário!,Veja também:,#BlogagemBi,Revista Plaf,Melaço",Lista,,22 de setembro de 2017,True,HQs nacionais promovem a visibilidade bissexual e resistência LGBT
Germana Viana,",POV 12 — POV 14,Point of View é uma webcomic semanal, apaixonada por São Paulo, escrita por Carol Pimentel e desenhada por Germana Viana.",Uncategorized,Pingback: Point of View 14 | Lady's Comics,5 de setembro de 2017,True,Point of View 13
Germana Viana,",POV  13 — POV 15,Point of View é uma webcomic semanal, apaixonada por São Paulo, escrita por Carol Pimentel e desenhada por Germana Viana.,In English, please:,",Quadrinhos,Pingback: Point of View 15 | Lady's Comics,12 de setembro de 2017,True,Point of View 14
Aline Lemos,",O quê: A página Mina de HQ e a UGRA PRESS convidam para uma tarde de imersão na produção feminina de quadrinhos. Confira a programação aqui!,,O quê: A Quanta Academia de Artes em São Paulo convida Nerone Prandi e Beliza Buzollo para discutir o tema da representatividade nos quadrinhos em um bate-papo no dia 23 de setembro. Clique aqui para saber mais!,,O quê: A pesquisadora Dani Marino escreveu uma matéria sobre as quadrinistas do Maranhão e o levantamento que vem sendo feito para mapeá-las. Clique aqui para ler!,,O quê: Acontecerá no dia 23 de setembro, durante a Feira Kraft em São Paulo, a Conversa Feminismo Asiático + Arte Independente . Clique aqui para saber mais!",Links da Semana,,18 de setembro de 2017,True,Links da semana – 9 a 16/9
Aline Lemos,",O quê: a 3ª Mostra Grampo de publicações independentes, que acontecerá no Rio de Janeiro entre 9 e 13 de outubro de 2017, está aceitando inscrições para participação e colaborações para a exposição. Clique aqui para saber mais!,,O quê: estão abertas até 15/11 as inscrições para o Concurso Ranan Lurie de Cartuns Políticos , realizado pelas Nações Unidas. Clique aqui para saber mais!,,O quê: a Spcine e a CCXP lançaram o K.O. HQ, concurso para criadores de quadrinhos e games residentes em São Paulo. Clique aqui para saber mais!,,O quê: a ilustradora Sol Schaefer está procurando relatos de mulheres sobre machismo para a elaboração do seu TCC em quadrinhos. Clique aqui para saber mais!,,O quê: a quadrinista e pesquisadora Carolina Ito ( Salsicha em Conserva ) publicou um relato em quadrinhos sobre a fala da filósofa Djamila Ribeiro nos debates da Casa Tpm 2017. Clique aqui para ler!,,O quê: a quadrinista Mary Cagnin disponibilizou online seu quadrinho Black Silence, vencedor do Troféu Ângelo Agostini de Melhor Desenhista. Clique aqui para saber mais!,,O quê: o portal Minas Nerds entrevistou as artistas Luda Lima e Mariana Carpanezzi , que lançaram o zine-livro-ilustrado Histórias de Cavalas. Clique aqui para ler!,,O quê: o troféu HQMIX anunciou os vencedores da sua 29º edição, referente a 2016. Clique aqui para saber mais!",Links da Semana,,3 de setembro de 2017,True,Links da semana – 27/8 a 1/9
Lady's Comics,",O quê: o I Encontro de História, Animes e Educação acontecerá no dia 11 de outubro na Universidade Estadual do Ceará (UECE), campus de Limoeiro do Norte. Clique aqui para saber mais!,,O quê: a quadrinista e pesquisadora estadunidense Trina Robbins estará presente na Semana Internacional de Quadrinhos da UFRJ , que acontecerá nos dias 26 e 27 de setembro no Rio de Janeiro, e participará de um encontro com quadrinistas mulheres brasileiras no dia 28. Clique aqui para saber mais !,O quê: O projeto a HQ Plumba está no Catarse! É a história de uma menina que sai da sua cidade natal em uma aventura para conseguir o machado mágico Armagedon 3.000! Sem medo de botar o pé na estrada ela conhece lugares fantásticos, criaturas impossíveis e, o mais importante, forja novas amizades! Apoie como puder o trabalho de Luiza e de Thiago: clique aqui!,O quê: No episódio 2 do programa Cultura Geek vem com um bate papo sobre tirinhas e cotidiano com Rebeca Prado e Ricardo Tokumoto . Ouça aqui! O quê: O projeto Filha, mãe e avó da artista Vivian Munhoz está no financiamento coletivo! Sobre a HQ: Filha, Mãe e Avó fala sobre esse universo comum a todos, com muito humor e docilidade. São três gerações de mulheres vivendo situações cotidianas com questões que você certamente já passou como filha, ou mãe e até como avó. Embora pareçam histórias únicas, o projeto foi construído reunindo relatos de pessoas de várias regiões do país, mesclando diversas culturas durante seu desenvolvimento. Apoie como puder!,",Links da Semana,,10 de setembro de 2017,True,Links da semana 3/9 ~ 9/9
Lady's Comics,",Começamos esse site de um jeito bem despretensioso. No caminho, acompanhamos as publicações de novas autoras, o surgimento de coletivos e de selos de quadrinhos trazendo mais visibilidade às quadrinistas. Vimos autoras indo além do produto final de HQs e passando a atuar em novas áreas da cena – desde editoras até curadoras de eventos. Conseguimos chegar até aqui com a ajuda da mobilização e apoio de todxs os interessados em transformar o meio. Ainda falta muita coisa pra mudar? Claro que sim.,Agradecemos às colaboradoras pelo trabalho de mais de um ano com a gente. Sabemos como não é fácil manter uma produção constante no meio da puxada vida cotidiana. Agradecemos também às quadrinistas, pesquisadoras, editoras, escolas de artes, aos eventos e sites que estão sempre nos oferecendo força ao longo desses anos. Aos apoiadores das campanhas de financiamento coletivo que viabilizaram o 1o Encontro Lady’s Comics e a revista RISCA! #1. Aos nossos companheiros e amigos que também disponibilizaram tempo e trabalho para irmos mais longe com as propostas do coletivo. Muito obrigada! <3,*** E festa de aniversário não tem graça sem comemoração, né?! Preparamos uma pequena programação online pra você! ***,Conversas ao vivo sobre HQs,Onde? Canal do Lady’s no Youtube | Vamos divulgar o link nas redes sociais 5 minutos antes da live começar! ;) Marquem na agenda!,,Amanhã na LOJA Lady’s Comics: Aproveitem a promoção da Risca! na nossa loja por apenas 20 reais e com frete grátis! ;),",Especiais,,31 de agosto de 2017,True,Já são 7 anos de Lady’s Comics
Germana Viana,",POV 1 0 — POV 12,Point of View é uma webcomic semanal, apaixonada por São Paulo, escrita por Carol Pimentel e desenhada por Germana Viana.,In English, please:,",Quadrinhos,,22 de agosto de 2017,True,Point of View 11
Lady's Comics,",O quê: O MIS abriu uma convocatória para a publicação de 5 obras durante a feira DES.GRÁFICA 2017, que acontecerá nos dias 4 e 5 de novembro em parceria com a UGRA PRESS e Rafael Coutinho. Clique aqui para saber mais!,,O quê: A artista Luiza Lemos está com campanha aberta para financiamento coletivo da publicação de Transistorizada , uma história autobiográfica e lúdica sobre uma mulher trans e lésbica. Clique aqui para saber mais!,,O quê: O podcast HQ Sem Roteiro conversou com Anne Caroline Quiangala ( Preta, Nerd e Burning Hell ) e Rebeca Puig ( Collant Sem Decote ) sobre a responsabilidade do autor. Clique aqui para ouvir!,,O quê: A quadrinista Júlia Helena ( Mundo de Julhelena) lançou uma campanha de financiamento coletivo para sua nova HQ, Nave . Clique aqui para saber mais!,,O quê: O Ministério das Relações Exteriores do Chile disponibilizou online um catálogo com 100 HQs para comemorar os 100 anos dos quadrinhos chilenos. Clique aqui para saber mais!,,O quê: A quadrinista Julia Balthazar disponibilizou online seu fanzine em quadrinhos feitos com carimbos e stêncil, Boa sorte. Clique aqui para ler!,,O quê: A quadrinista e pesquisadora Carol Ito ( Salsicha em Conserva ) escreveu para a Revista Trip sobre quadrinhos que abordam a paternidade. Clique aqui para ler!,,O quê: A artista Laís Machado está em campanha para o financiamento coletivo da sua HQ Ogígia , a história de uma astronauta em sua solitária missão no espaço. Clique aqui para saber mais!,,O quê: O coletivo de as artistas PpkaS SubversivaS está em campanha para lançar um fanzine com ilustrações e textos de mulheres/artistas/feministas/lésbicas da Amazônia. Clique aqui para saber mais!",Links da Semana,,20 de agosto de 2017,True,Links da semana – 14 a 20/8
Aline Lemos,",O quê: o portal Minas Nerds publicou um artigo de Dani Marino sobre a nossa Revista Risca! e a importância das publicações exclusivamente femininas. Clique aqui para ler!,,O quê: estão abertas as inscrições para a feira Miolo(s), que acontecerá 11/11 em São Paulo. Clique aqui para saber mais!,,O quê: o canal Você é feminista e não sabe está em campanha para a publicação do livro com 15 entrevistas ilustradas sobre feminismo. Clique aqui para saber mais!,,O quê: A Biblioteca de Mujeres de Madrid está aceitando doações para compor seu novo acervo de fanzines feitos por mulheres. Clique aqui para saber mais!,,O quê: a quadrinista Aline Zouvi publicou no portal Balbúrdia uma resenha em quadrinhos de Jimmy Corrigan – O menino mais esperto do mundo. Clique aqui para ler!,,O quê: a pesquisadora Natânia Nogueira publicou um artigo sobre a HQ Shelter Market , da francesa Chantal Montellier. Clique aqui para ler!",Links da Semana,,27 de agosto de 2017,True,Links da semana – 21 a 27/8
Germana Viana,",POV 11 — POV 13,Point of View é uma webcomic semanal, apaixonada por São Paulo, escrita por Carol Pimentel e desenhada por Germana Viana.,In English, please:,",Quadrinhos,Pingback: Point of View 13 | Lady's Comics,29 de agosto de 2017,True,Point of View 12
Germana Viana,",,POV 9 — POV 11,Point of View é uma webcomic semanal, apaixonada por São Paulo, escrita por Carol Pimentel e desenhada por Germana Viana.,In English, please:,",Quadrinhos,"Pingback: Point of View 9 | Lady's Comics,Pingback: Point of View 11 | Lady's Comics,Pingback: Point of View 12 | Lady's Comics",8 de agosto de 2017,True,Point of View 10
Aline Lemos,",O quê: A Associação de Pesquisadores em Arte Sequencial está recebendo doações ou trocas de fanzines antigos ou novos para montagem do acervo de uma fanzinoteca virtual e outra presenciam no IFF Macaé. Clique aqui para saber mais!,,O quê: A roteirista Rebeca Puig ( Collant Sem Decote ) escreveu sobre machismo no meio nerd e o caso de assédio a uma editora da Marvel nos EUA. Clique aqui para ler!,,O quê: A quadrinista Kyara Araújo ( YÜNKI ) lançou uma campanha de financiamento recorrente do seu trabalho, com recompensas para apoiadores. Clique aqui para saber mais!,,O quê: O clube de leitura Leia Mulheres – João Pessoa fará no dia 19/8 um encontro para discutir o quadrinho Anayde Beiriz – Uma biografia em quadrinhos , de Luyse Costa. Clique aqui para saber mais sobre o evento e aqui para ler o fanzine do clube .,,O quê: O portal Preta, Nerd & Burning in Hell postou um artigo sobre como começar a ler Riri Williams, d O Invencível Homem de Ferro, aqui no Brasil. Clique aqui para ler!,,O quê: acontecerá em São Paulo no dia 19/8 um bate-papo com Carol Pimentel, editora da Marvel/Panini, sobre minorias nos quadrinhos de super-heróis. Clique aqui para saber mais!,,O quê: As Jornadas Internacionais de Histórias em Quadrinhos , que acontecerá entre 22 e 25 de agosto na ECA-USP, confirmou o lançamento de 20 livros sobre quadrinhos durante o congresso. Clique aqui para saber mais!",Links da Semana,,6 de agosto de 2017,True,Links da semana – 30/7 a 5/8
Aline Lemos,",O quê: O portal Vitralizando entrevistou Paulo Floro e Dandara Palankof sobre a Plaf , nova revista brasileira sobre HQs. Clique aqui para ler mais!,,O quê: A quadrinista Mary Cagnim lançou uma campanha de financiamento para seu novo artbook, Lovers. Clique aqui para saber mais!,,O quê: Está em campanha para financiamento coletivo o livro “Poéticas para Mulheres Fortes”, com impressão serigráfica e edição digital. Clique aqui para saber mais!,,O quê: Acontecerá no de 17 a 20 de agosto em João Pessoa o “Quadrinhos Intuados – 3º Encontro regional sobre histórias em quadrinhos”, parte do Agosto das Letras . Clique aqui para saber mais!,,O quê: Está em campanha de financiamento coletivo a HQ A Samurai: Primeira Batalha, roteirizado e editado por Mylle e desenhado por Renata Nolasco , Mary Cagnin , Chairim Arrais , Má Matiazi e Jéssica Lang . Clique aqui para saber mais!,,O quê: O portal Minas Nerds lançou Um guia dos quadrinhos das minas na internet #15. Clique aqui para ler!,,O quê: O portal Delirium Nerd publicou uma resenha sobre o quadrinho Billie Holiday , machismo e racismo, e outra sobre a HQ Love & Rockets, protagonismo feminino e punk rock . Clique aqui para ler mais!,,O quê: O coletivo estadunidense Guerrilla Girls estarão no Masp em São Paulo entre 12/8 a 3/12 para discutir a presença das mulheres nas artes e museus. Clique aqui para saber mais!,,O quê: A quadrinista Alexandra Presser publicou em colaboração com o Pipoca Musical um video com 10 dicas de HQs independentes brasileiras. Clique aqui para saber mais!,,O quê: O portal Garotas Geeks fez uma reportagem sobre a hashtag #VisibleWomen, que a quadrinista Kelly Sue lançou no twitter para divulgar artistas mulheres. Clique aqui para saber mais!",Links da Semana,,13 de agosto de 2017,True,Links da semana – 6 a 13/8
